well,Row,Column,BioRep,pH,Batch,Plate,Number,Species,Strain,Protocol,BatchN,OD
C10,C,10,A,5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.124
D10,D,10,B,5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.116
E10,E,10,B,5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.122
F10,F,10,B,5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.151
G10,G,10,Blank,5,2A1,0102,Blank,NA,NA,NA,NA,0.092
H10,H,10,B,7,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.364
A11,A,11,A,5.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.22
B11,B,11,A,5.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.228
C11,C,11,A,5.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.248
D11,D,11,B,5.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.25
E11,E,11,B,5.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.262
F11,F,11,B,5.5,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.278
G11,G,11,Blank,5.5,2A1,0102,Blank,NA,NA,NA,NA,0.066
H11,H,11,B,7,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.387
A12,A,12,A,6,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.324
B12,B,12,A,6,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.371
C12,C,12,A,6,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.371
D12,D,12,B,6,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.359
E12,E,12,B,6,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.37
F12,F,12,B,6,2A1,0102,2,Gardnerella leopoldii,C0096A1,2,1,0.341
G12,G,12,Blank,6,2A1,0102,Blank,NA,NA,NA,NA,0.052
H12,H,12,Blank,7,2A1,0102,Blank,NA,NA,NA,NA,0.055
A1,A,1,A,3.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.079
B1,B,1,A,3.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.08
C1,C,1,A,3.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.081
D1,D,1,B,3.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.078
E1,E,1,B,3.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.078
F1,F,1,B,3.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.08
G1,G,1,Blank,3.5,2A1,030X,Blank,NA,NA,NA,NA,0.07
H1,H,1,A,7,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.281
A2,A,2,A,4,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.11
B2,B,2,A,4,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.112
C2,C,2,A,4,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.111
D2,D,2,B,4,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.108
E2,E,2,B,4,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.108
F2,F,2,B,4,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.112
G2,G,2,Blank,4,2A1,030X,Blank,NA,NA,NA,NA,0.105
H2,H,2,A,7,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.373
A3,A,3,A,4.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.176
B3,B,3,A,4.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.191
C3,C,3,A,4.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.185
D3,D,3,B,4.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.174
E3,E,3,B,4.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.177
F3,F,3,B,4.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.187
G3,G,3,Blank,4.5,2A1,030X,Blank,NA,NA,NA,NA,0.186
H3,H,3,A,7,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.399
A4,A,4,A,5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.094
B4,B,4,A,5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.099
C4,C,4,A,5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.097
D4,D,4,B,5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.094
E4,E,4,B,5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.093
F4,F,4,B,5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.1
G4,G,4,Blank,5,2A1,030X,Blank,NA,NA,NA,NA,0.084
H4,H,4,B,7,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.407
A5,A,5,A,5.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.093
B5,B,5,A,5.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.102
C5,C,5,A,5.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.094
D5,D,5,B,5.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.091
E5,E,5,B,5.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.087
F5,F,5,B,5.5,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.1
G5,G,5,Blank,5.5,2A1,030X,Blank,NA,NA,NA,NA,0.067
H5,H,5,B,7,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.413
A6,A,6,A,6,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.169
B6,B,6,A,6,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.172
C6,C,6,A,6,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.185
D6,D,6,B,6,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.159
E6,E,6,B,6,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.146
F6,F,6,B,6,2A1,030X,3,Gardnerella sp. 12,CMW7778B,2,1,0.161
G6,G,6,Blank,6,2A1,030X,Blank,NA,NA,NA,NA,0.061
H6,H,6,Blank,7,2A1,030X,Blank,NA,NA,NA,NA,0.06
G7,G,7,Blank,3.5,2A1,030X,Blank,NA,NA,NA,NA,0.074
G8,G,8,Blank,4,2A1,030X,Blank,NA,NA,NA,NA,0.116
G9,G,9,Blank,4.5,2A1,030X,Blank,NA,NA,NA,NA,0.202
G10,G,10,Blank,5,2A1,030X,Blank,NA,NA,NA,NA,0.093
G11,G,11,Blank,5.5,2A1,030X,Blank,NA,NA,NA,NA,0.064
G12,G,12,Blank,6,2A1,030X,Blank,NA,NA,NA,NA,0.054
H12,H,12,Blank,7,2A1,030X,Blank,NA,NA,NA,NA,0.055
A1,A,1,A,3.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.074
B1,B,1,A,3.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.082
C1,C,1,A,3.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.073
D1,D,1,B,3.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.079
E1,E,1,B,3.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.077
F1,F,1,B,3.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.068
G1,G,1,Blank,3.5,1B2,0304,Blank,NA,NA,NA,NA,0.067
H1,H,1,A,7,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.234
A2,A,2,A,4,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.103
B2,B,2,A,4,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.114
C2,C,2,A,4,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.114
D2,D,2,B,4,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.104
E2,E,2,B,4,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.096
F2,F,2,B,4,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.099
G2,G,2,Blank,4,1B2,0304,Blank,NA,NA,NA,NA,0.108
H2,H,2,A,7,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.254
A3,A,3,A,4.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.211
B3,B,3,A,4.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.229
C3,C,3,A,4.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.187
D3,D,3,B,4.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.188
E3,E,3,B,4.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.183
F3,F,3,B,4.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.204
G3,G,3,Blank,4.5,1B2,0304,Blank,NA,NA,NA,NA,0.202
H3,H,3,A,7,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.273
A4,A,4,A,5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.136
B4,B,4,A,5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.138
C4,C,4,A,5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.143
D4,D,4,B,5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.1
E4,E,4,B,5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.113
F4,F,4,B,5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.103
G4,G,4,Blank,5,1B2,0304,Blank,NA,NA,NA,NA,0.101
H4,H,4,B,7,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.063
A5,A,5,A,5.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.166
B5,B,5,A,5.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.176
C5,C,5,A,5.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.184
D5,D,5,B,5.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.058
E5,E,5,B,5.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.067
F5,F,5,B,5.5,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.061
G5,G,5,Blank,5.5,1B2,0304,Blank,NA,NA,NA,NA,0.06
H5,H,5,B,7,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.063
A6,A,6,A,6,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.254
B6,B,6,A,6,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.266
C6,C,6,A,6,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.235
D6,D,6,B,6,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.065
E6,E,6,B,6,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.057
F6,F,6,B,6,1B2,0304,3,Gardnerella swidsinskii,C0102A2,1,2,0.06
G6,G,6,Blank,6,1B2,0304,Blank,NA,NA,NA,NA,0.06
H6,H,6,Blank,7,1B2,0304,Blank,NA,NA,NA,NA,0.062
A7,A,7,A,3.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.076
B7,B,7,A,3.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.075
C7,C,7,A,3.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.079
D7,D,7,B,3.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.08
E7,E,7,B,3.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.081
F7,F,7,B,3.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.083
G7,G,7,Blank,3.5,1B2,0304,Blank,NA,NA,NA,NA,0.07
H7,H,7,A,7,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.752
A8,A,8,A,4,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.098
B8,B,8,A,4,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.102
C8,C,8,A,4,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.107
D8,D,8,B,4,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.108
E8,E,8,B,4,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.109
F8,F,8,B,4,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.113
G8,G,8,Blank,4,1B2,0304,Blank,NA,NA,NA,NA,0.096
H8,H,8,A,7,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.753
A9,A,9,A,4.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.225
B9,B,9,A,4.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.207
C9,C,9,A,4.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.212
D9,D,9,B,4.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.213
E9,E,9,B,4.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.215
F9,F,9,B,4.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.221
G9,G,9,Blank,4.5,1B2,0304,Blank,NA,NA,NA,NA,0.19
H9,H,9,A,7,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.713
A10,A,10,A,5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.19
B10,B,10,A,5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.166
C10,C,10,A,5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.171
D10,D,10,B,5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.168
E10,E,10,B,5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.169
F10,F,10,B,5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.169
G10,G,10,Blank,5,1B2,0304,Blank,NA,NA,NA,NA,0.086
H10,H,10,B,7,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.642
A11,A,11,A,5.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.464
B11,B,11,A,5.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.42
C11,C,11,A,5.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.448
D11,D,11,B,5.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.411
E11,E,11,B,5.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.422
F11,F,11,B,5.5,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.383
G11,G,11,Blank,5.5,1B2,0304,Blank,NA,NA,NA,NA,0.094
H11,H,11,B,7,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.622
A12,A,12,A,6,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.557
B12,B,12,A,6,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.481
C12,C,12,A,6,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.489
D12,D,12,B,6,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.482
E12,E,12,B,6,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.478
F12,F,12,B,6,1B2,0304,4,Gardnerella sp. 3,JCP8017B,1,2,0.494
G12,G,12,Blank,6,1B2,0304,Blank,NA,NA,NA,NA,0.048
H12,H,12,Blank,7,1B2,0304,Blank,NA,NA,NA,NA,0.048
A1,A,1,A,3.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.069
B1,B,1,A,3.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.069
C1,C,1,A,3.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.07
D1,D,1,B,3.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.07
E1,E,1,B,3.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.068
F1,F,1,B,3.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.069
G1,G,1,Blank,3.5,1B2,050X,Blank,NA,NA,NA,NA,0.068
H1,H,1,A,7,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.38
A2,A,2,A,4,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.1
B2,B,2,A,4,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.106
C2,C,2,A,4,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.112
D2,D,2,B,4,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.11
E2,E,2,B,4,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.106
F2,F,2,B,4,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.108
G2,G,2,Blank,4,1B2,050X,Blank,NA,NA,NA,NA,0.101
H2,H,2,A,7,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.402
A3,A,3,A,4.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.226
B3,B,3,A,4.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.207
C3,C,3,A,4.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.211
D3,D,3,B,4.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.215
E3,E,3,B,4.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.222
F3,F,3,B,4.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.214
G3,G,3,Blank,4.5,1B2,050X,Blank,NA,NA,NA,NA,0.212
H3,H,3,A,7,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.389
A4,A,4,A,5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.151
B4,B,4,A,5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.153
C4,C,4,A,5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.157
D4,D,4,B,5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.154
E4,E,4,B,5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.153
F4,F,4,B,5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.168
G4,G,4,Blank,5,1B2,050X,Blank,NA,NA,NA,NA,0.12
H4,H,4,B,7,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.375
A5,A,5,A,5.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.2
B5,B,5,A,5.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.21
C5,C,5,A,5.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.213
D5,D,5,B,5.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.204
E5,E,5,B,5.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.207
F5,F,5,B,5.5,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.214
G5,G,5,Blank,5.5,1B2,050X,Blank,NA,NA,NA,NA,0.065
H5,H,5,B,7,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.384
A6,A,6,A,6,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.261
B6,B,6,A,6,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.281
C6,C,6,A,6,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.265
D6,D,6,B,6,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.283
E6,E,6,B,6,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.284
F6,F,6,B,6,1B2,050X,5,Gardnerella swidsinskii,UM224,1,2,0.293
G6,G,6,Blank,6,1B2,050X,Blank,NA,NA,NA,NA,0.06
H6,H,6,Blank,7,1B2,050X,Blank,NA,NA,NA,NA,0.065
G7,G,7,Blank,3.5,1B2,050X,Blank,NA,NA,NA,NA,0.072
G8,G,8,Blank,4,1B2,050X,Blank,NA,NA,NA,NA,0.094
G9,G,9,Blank,4.5,1B2,050X,Blank,NA,NA,NA,NA,0.212
G10,G,10,Blank,5,1B2,050X,Blank,NA,NA,NA,NA,0.1
G11,G,11,Blank,5.5,1B2,050X,Blank,NA,NA,NA,NA,0.054
G12,G,12,Blank,6,1B2,050X,Blank,NA,NA,NA,NA,0.049
H12,H,12,Blank,7,1B2,050X,Blank,NA,NA,NA,NA,0.049
A1,A,1,A,3.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.073
B1,B,1,A,3.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.072
C1,C,1,A,3.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.072
D1,D,1,B,3.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.072
E1,E,1,B,3.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.07
F1,F,1,B,3.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.072
G1,G,1,Blank,3.5,1B2,070X,Blank,NA,NA,NA,NA,0.067
H1,H,1,A,7,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.337
A2,A,2,A,4,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.103
B2,B,2,A,4,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.105
C2,C,2,A,4,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.108
D2,D,2,B,4,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.105
E2,E,2,B,4,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.104
F2,F,2,B,4,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.108
G2,G,2,Blank,4,1B2,070X,Blank,NA,NA,NA,NA,0.099
H2,H,2,A,7,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.349
A3,A,3,A,4.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.237
B3,B,3,A,4.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.226
C3,C,3,A,4.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.227
D3,D,3,B,4.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.222
E3,E,3,B,4.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.211
F3,F,3,B,4.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.218
G3,G,3,Blank,4.5,1B2,070X,Blank,NA,NA,NA,NA,0.218
H3,H,3,A,7,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.354
A4,A,4,A,5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.213
B4,B,4,A,5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.201
C4,C,4,A,5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.194
D4,D,4,B,5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.176
E4,E,4,B,5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.179
F4,F,4,B,5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.185
G4,G,4,Blank,5,1B2,070X,Blank,NA,NA,NA,NA,0.122
H4,H,4,B,7,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.336
A5,A,5,A,5.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.295
B5,B,5,A,5.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.273
C5,C,5,A,5.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.268
D5,D,5,B,5.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.233
E5,E,5,B,5.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.245
F5,F,5,B,5.5,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.252
G5,G,5,Blank,5.5,1B2,070X,Blank,NA,NA,NA,NA,0.061
H5,H,5,B,7,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.346
A6,A,6,A,6,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.34
B6,B,6,A,6,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.335
C6,C,6,A,6,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.326
D6,D,6,B,6,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.298
E6,E,6,B,6,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.298
F6,F,6,B,6,1B2,070X,7,Gardnerella sp. 2,JCP8108,1,2,0.302
G6,G,6,Blank,6,1B2,070X,Blank,NA,NA,NA,NA,0.06
H6,H,6,Blank,7,1B2,070X,Blank,NA,NA,NA,NA,0.06
G7,G,7,Blank,3.5,1B2,070X,Blank,NA,NA,NA,NA,0.069
G8,G,8,Blank,4,1B2,070X,Blank,NA,NA,NA,NA,0.099
G9,G,9,Blank,4.5,1B2,070X,Blank,NA,NA,NA,NA,0.21
G10,G,10,Blank,5,1B2,070X,Blank,NA,NA,NA,NA,0.11
G11,G,11,Blank,5.5,1B2,070X,Blank,NA,NA,NA,NA,0.055
G12,G,12,Blank,6,1B2,070X,Blank,NA,NA,NA,NA,0.05
H12,H,12,Blank,7,1B2,070X,Blank,NA,NA,NA,NA,0.05
A1,A,1,A,3.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.071
B1,B,1,A,3.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.071
C1,C,1,A,3.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.071
D1,D,1,B,3.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.068
E1,E,1,B,3.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.068
F1,F,1,B,3.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.069
G1,G,1,Blank,3.5,2A2,0102,Blank,NA,NA,NA,NA,0.067
H1,H,1,A,7,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.413
A2,A,2,A,4,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.102
B2,B,2,A,4,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.12
C2,C,2,A,4,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.121
D2,D,2,B,4,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.108
E2,E,2,B,4,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.106
F2,F,2,B,4,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.107
G2,G,2,Blank,4,2A2,0102,Blank,NA,NA,NA,NA,0.099
H2,H,2,A,7,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.469
A3,A,3,A,4.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.197
B3,B,3,A,4.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.216
C3,C,3,A,4.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.208
D3,D,3,B,4.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.205
E3,E,3,B,4.5,2A2,0102,1,Gardnerella leopoldii,AMD,2,2,0.199
